ID,Dataset,Model,BoxInclusion,MaskInclusion,NumberOfPOIs,POIPlacementAlgorithm,PerimeterBuffer,BoundingBoxDistortion,MaskDistortion,avg_sam_mask_AP_50_95
300,powder,YOLOv8 Nano,True,True,3,Voronoi,5%,90%,110%,0.6892654793291151
301,powder,YOLOv8 Nano,True,True,3,Voronoi,5%,100%,90%,0.6719914279214085
302,powder,YOLOv8 Nano,True,True,3,Voronoi,5%,100%,100%,0.6685756748098944
303,powder,YOLOv8 Nano,True,True,3,Voronoi,5%,100%,110%,0.6818323471115799
304,powder,YOLOv8 Nano,True,True,3,Voronoi,5%,110%,90%,0.5853257045534613
305,powder,YOLOv8 Nano,True,True,3,Voronoi,5%,110%,100%,0.6498649472000702
306,powder,YOLOv8 Nano,True,True,3,Voronoi,5%,110%,110%,0.6262968042329604
307,powder,YOLOv8 Nano,True,True,3,Voronoi,10%,90%,90%,0.6897579468607168
308,powder,YOLOv8 Nano,True,True,3,Voronoi,10%,90%,100%,0.6600967840211552
309,powder,YOLOv8 Nano,True,True,3,Voronoi,10%,90%,110%,0.6775667407264735
310,powder,YOLOv8 Nano,True,True,3,Voronoi,10%,100%,90%,0.6807552822004928
311,powder,YOLOv8 Nano,True,True,3,Voronoi,10%,100%,100%,0.6608341731582115
312,powder,YOLOv8 Nano,True,True,3,Voronoi,10%,100%,110%,0.6559357307273381
313,powder,YOLOv8 Nano,True,True,3,Voronoi,10%,110%,90%,0.6351454987501272
314,powder,YOLOv8 Nano,True,True,3,Voronoi,10%,110%,100%,0.6152536111666929
315,powder,YOLOv8 Nano,True,True,3,Voronoi,10%,110%,110%,0.6381701262442734
316,powder,YOLOv8 Nano,True,True,3,Voronoi,15%,90%,90%,0.6962375088529692
317,powder,YOLOv8 Nano,True,True,3,Voronoi,15%,90%,100%,0.6763926834374406
318,powder,YOLOv8 Nano,True,True,3,Voronoi,15%,90%,110%,0.6871203911600788
319,powder,YOLOv8 Nano,True,True,3,Voronoi,15%,100%,90%,0.6645684062604257
320,powder,YOLOv8 Nano,True,True,3,Voronoi,15%,100%,100%,0.6812385183998672
321,powder,YOLOv8 Nano,True,True,3,Voronoi,15%,100%,110%,0.6683666593007914
322,powder,YOLOv8 Nano,True,True,3,Voronoi,15%,110%,90%,0.6147661711735534
323,powder,YOLOv8 Nano,True,True,3,Voronoi,15%,110%,100%,0.6268191614133803
324,powder,YOLOv8 Nano,True,True,3,Voronoi,15%,110%,110%,0.6671633355132567
325,powder,YOLOv8 Nano,True,True,4,Random,0%,90%,90%,0.6858875477891565
326,powder,YOLOv8 Nano,True,True,4,Random,0%,90%,100%,0.6460482696170395
327,powder,YOLOv8 Nano,True,True,4,Random,0%,90%,110%,0.6565799669730785
328,powder,YOLOv8 Nano,True,True,4,Random,0%,100%,90%,0.646201525143811
329,powder,YOLOv8 Nano,True,True,4,Random,0%,100%,100%,0.6498548276646141
330,powder,YOLOv8 Nano,True,True,4,Random,0%,100%,110%,0.6559518147719451
331,powder,YOLOv8 Nano,True,True,4,Random,0%,110%,90%,0.596466113709894
332,powder,YOLOv8 Nano,True,True,4,Random,0%,110%,100%,0.5877769548354073
333,powder,YOLOv8 Nano,True,True,4,Random,0%,110%,110%,0.5828518443993592
334,powder,YOLOv8 Nano,True,True,4,Random,5%,90%,90%,0.6758665861995745
335,powder,YOLOv8 Nano,True,True,4,Random,5%,90%,100%,0.7183857358717649
336,powder,YOLOv8 Nano,True,True,4,Random,5%,90%,110%,0.6555575586580827
337,powder,YOLOv8 Nano,True,True,4,Random,5%,100%,90%,0.6559497627806489
338,powder,YOLOv8 Nano,True,True,4,Random,5%,100%,100%,0.6414920627186131
339,powder,YOLOv8 Nano,True,True,4,Random,5%,100%,110%,0.6671082132223243
340,powder,YOLOv8 Nano,True,True,4,Random,5%,110%,90%,0.5204805880113623
341,powder,YOLOv8 Nano,True,True,4,Random,5%,110%,100%,0.604108988240679
342,powder,YOLOv8 Nano,True,True,4,Random,5%,110%,110%,0.5963007147699194
343,powder,YOLOv8 Nano,True,True,4,Random,10%,90%,90%,0.6562614776417521
344,powder,YOLOv8 Nano,True,True,4,Random,10%,90%,100%,0.681611883584018
345,powder,YOLOv8 Nano,True,True,4,Random,10%,90%,110%,0.6919820968022203
346,powder,YOLOv8 Nano,True,True,4,Random,10%,100%,90%,0.633820864682319
347,powder,YOLOv8 Nano,True,True,4,Random,10%,100%,100%,0.6606853205875922
348,powder,YOLOv8 Nano,True,True,4,Random,10%,100%,110%,0.6817871925090975
349,powder,YOLOv8 Nano,True,True,4,Random,10%,110%,90%,0.620863468196884
350,powder,YOLOv8 Nano,True,True,4,Random,10%,110%,100%,0.6097255781875387
351,powder,YOLOv8 Nano,True,True,4,Random,10%,110%,110%,0.6133132578671352
352,powder,YOLOv8 Nano,True,True,4,Random,15%,90%,90%,0.6712841690590563
353,powder,YOLOv8 Nano,True,True,4,Random,15%,90%,100%,0.6617042749294423
354,powder,YOLOv8 Nano,True,True,4,Random,15%,90%,110%,0.6817656180550248
355,powder,YOLOv8 Nano,True,True,4,Random,15%,100%,90%,0.6500507560719219
356,powder,YOLOv8 Nano,True,True,4,Random,15%,100%,100%,0.6522851217887229
357,powder,YOLOv8 Nano,True,True,4,Random,15%,100%,110%,0.6567561687341893
358,powder,YOLOv8 Nano,True,True,4,Random,15%,110%,90%,0.6189292986907389
359,powder,YOLOv8 Nano,True,True,4,Random,15%,110%,100%,0.6473504339661961
360,powder,YOLOv8 Nano,True,True,4,Random,15%,110%,110%,0.6423858366954557
361,powder,YOLOv8 Nano,True,True,4,Distance Max,0%,90%,90%,0.5765961349384819
362,powder,YOLOv8 Nano,True,True,4,Distance Max,0%,90%,100%,0.5635362560560875
363,powder,YOLOv8 Nano,True,True,4,Distance Max,0%,90%,110%,0.5725388161089211
364,powder,YOLOv8 Nano,True,True,4,Distance Max,0%,100%,90%,0.5187591930506815
365,powder,YOLOv8 Nano,True,True,4,Distance Max,0%,100%,100%,0.49782590686798345
366,powder,YOLOv8 Nano,True,True,4,Distance Max,0%,100%,110%,0.537833573588528
367,powder,YOLOv8 Nano,True,True,4,Distance Max,0%,110%,90%,0.4269483571815257
368,powder,YOLOv8 Nano,True,True,4,Distance Max,0%,110%,100%,0.4178231672276263
369,powder,YOLOv8 Nano,True,True,4,Distance Max,0%,110%,110%,0.4409454899728604
370,powder,YOLOv8 Nano,True,True,4,Distance Max,5%,90%,90%,0.6053500560852234
371,powder,YOLOv8 Nano,True,True,4,Distance Max,5%,90%,100%,0.5940191757504365
372,powder,YOLOv8 Nano,True,True,4,Distance Max,5%,90%,110%,0.6260839556947594
373,powder,YOLOv8 Nano,True,True,4,Distance Max,5%,100%,90%,0.5675552269774806
374,powder,YOLOv8 Nano,True,True,4,Distance Max,5%,100%,100%,0.5693469349432867
375,powder,YOLOv8 Nano,True,True,4,Distance Max,5%,100%,110%,0.5569412058785629
376,powder,YOLOv8 Nano,True,True,4,Distance Max,5%,110%,90%,0.5348775563946524
377,powder,YOLOv8 Nano,True,True,4,Distance Max,5%,110%,100%,0.532844856393874
378,powder,YOLOv8 Nano,True,True,4,Distance Max,5%,110%,110%,0.5152927599858634
379,powder,YOLOv8 Nano,True,True,4,Distance Max,10%,90%,90%,0.6208526384415904
380,powder,YOLOv8 Nano,True,True,4,Distance Max,10%,90%,100%,0.6253934005370535
381,powder,YOLOv8 Nano,True,True,4,Distance Max,10%,90%,110%,0.6143001588292699
382,powder,YOLOv8 Nano,True,True,4,Distance Max,10%,100%,90%,0.5770356926257381
383,powder,YOLOv8 Nano,True,True,4,Distance Max,10%,100%,100%,0.5743346299671238
384,powder,YOLOv8 Nano,True,True,4,Distance Max,10%,100%,110%,0.5710117638601871
385,powder,YOLOv8 Nano,True,True,4,Distance Max,10%,110%,90%,0.5182786428520408
386,powder,YOLOv8 Nano,True,True,4,Distance Max,10%,110%,100%,0.5314501836604169
387,powder,YOLOv8 Nano,True,True,4,Distance Max,10%,110%,110%,0.539014729283324
388,powder,YOLOv8 Nano,True,True,4,Distance Max,15%,90%,90%,0.5483983985388564
389,powder,YOLOv8 Nano,True,True,4,Distance Max,15%,90%,100%,0.5500937571419877
390,powder,YOLOv8 Nano,True,True,4,Distance Max,15%,90%,110%,0.5578278405949675
391,powder,YOLOv8 Nano,True,True,4,Distance Max,15%,100%,90%,0.5272081517908872
392,powder,YOLOv8 Nano,True,True,4,Distance Max,15%,100%,100%,0.5194643029377857
393,powder,YOLOv8 Nano,True,True,4,Distance Max,15%,100%,110%,0.5342923032108959
394,powder,YOLOv8 Nano,True,True,4,Distance Max,15%,110%,90%,0.5023277855884962
395,powder,YOLOv8 Nano,True,True,4,Distance Max,15%,110%,100%,0.502580320397888
396,powder,YOLOv8 Nano,True,True,4,Distance Max,15%,110%,110%,0.5025635315488002
397,powder,YOLOv8 Nano,True,True,4,Voronoi,0%,90%,90%,0.6703186856178424
398,powder,YOLOv8 Nano,True,True,4,Voronoi,0%,90%,100%,0.6630968630833771
399,powder,YOLOv8 Nano,True,True,4,Voronoi,0%,90%,110%,0.6746485480546953
400,powder,YOLOv8 Nano,True,True,4,Voronoi,0%,100%,90%,0.6543301981576468
401,powder,YOLOv8 Nano,True,True,4,Voronoi,0%,100%,100%,0.6781619323047802
402,powder,YOLOv8 Nano,True,True,4,Voronoi,0%,100%,110%,0.6340586375380459
403,powder,YOLOv8 Nano,True,True,4,Voronoi,0%,110%,90%,0.6577265431697751
404,powder,YOLOv8 Nano,True,True,4,Voronoi,0%,110%,100%,0.6080804120246391
405,powder,YOLOv8 Nano,True,True,4,Voronoi,0%,110%,110%,0.6318380314775368
406,powder,YOLOv8 Nano,True,True,4,Voronoi,5%,90%,90%,0.6545949978220615
407,powder,YOLOv8 Nano,True,True,4,Voronoi,5%,90%,100%,0.6777967481924915
408,powder,YOLOv8 Nano,True,True,4,Voronoi,5%,90%,110%,0.6567917083171717
409,powder,YOLOv8 Nano,True,True,4,Voronoi,5%,100%,90%,0.6692848581149919
410,powder,YOLOv8 Nano,True,True,4,Voronoi,5%,100%,100%,0.6375037641878785
411,powder,YOLOv8 Nano,True,True,4,Voronoi,5%,100%,110%,0.6487732819639027
412,powder,YOLOv8 Nano,True,True,4,Voronoi,5%,110%,90%,0.6155204726083858
413,powder,YOLOv8 Nano,True,True,4,Voronoi,5%,110%,100%,0.6149459542295022
414,powder,YOLOv8 Nano,True,True,4,Voronoi,5%,110%,110%,0.6200901078973537
415,powder,YOLOv8 Nano,True,True,4,Voronoi,10%,90%,90%,0.6916432249570452
416,powder,YOLOv8 Nano,True,True,4,Voronoi,10%,90%,100%,0.6729409177580642
417,powder,YOLOv8 Nano,True,True,4,Voronoi,10%,90%,110%,0.6932697469346244
418,powder,YOLOv8 Nano,True,True,4,Voronoi,10%,100%,90%,0.6553016719986156
419,powder,YOLOv8 Nano,True,True,4,Voronoi,10%,100%,100%,0.6588859513664341
420,powder,YOLOv8 Nano,True,True,4,Voronoi,10%,100%,110%,0.6433642454709398
421,powder,YOLOv8 Nano,True,True,4,Voronoi,10%,110%,90%,0.6144573771992117
422,powder,YOLOv8 Nano,True,True,4,Voronoi,10%,110%,100%,0.622380001097345
423,powder,YOLOv8 Nano,True,True,4,Voronoi,10%,110%,110%,0.60526811731841
424,powder,YOLOv8 Nano,True,True,4,Voronoi,15%,90%,90%,0.6712160450479401
425,powder,YOLOv8 Nano,True,True,4,Voronoi,15%,90%,100%,0.676078914351715
426,powder,YOLOv8 Nano,True,True,4,Voronoi,15%,90%,110%,0.6790399962029983
427,powder,YOLOv8 Nano,True,True,4,Voronoi,15%,100%,90%,0.6413073316915764
428,powder,YOLOv8 Nano,True,True,4,Voronoi,15%,100%,100%,0.6372838130403313
429,powder,YOLOv8 Nano,True,True,4,Voronoi,15%,100%,110%,0.6505338652934947
430,powder,YOLOv8 Nano,True,True,4,Voronoi,15%,110%,90%,0.63237696012331
431,powder,YOLOv8 Nano,True,True,4,Voronoi,15%,110%,100%,0.63456507983949
432,powder,YOLOv8 Nano,True,True,4,Voronoi,15%,110%,110%,0.5993506608440113
433,powder,YOLOv8 Nano,True,True,5,Random,0%,90%,90%,0.6524187372669566
434,powder,YOLOv8 Nano,True,True,5,Random,0%,90%,100%,0.6690455474072252
435,powder,YOLOv8 Nano,True,True,5,Random,0%,90%,110%,0.6568159168336125
436,powder,YOLOv8 Nano,True,True,5,Random,0%,100%,90%,0.6306840883359842
437,powder,YOLOv8 Nano,True,True,5,Random,0%,100%,100%,0.6197723387238206
438,powder,YOLOv8 Nano,True,True,5,Random,0%,100%,110%,0.6198037696048339
439,powder,YOLOv8 Nano,True,True,5,Random,0%,110%,90%,0.5837905962232309
440,powder,YOLOv8 Nano,True,True,5,Random,0%,110%,100%,0.5817946239771988
441,powder,YOLOv8 Nano,True,True,5,Random,0%,110%,110%,0.5916767075353382
442,powder,YOLOv8 Nano,True,True,5,Random,5%,90%,90%,0.6565577297376509
443,powder,YOLOv8 Nano,True,True,5,Random,5%,90%,100%,0.6471988586614665
444,powder,YOLOv8 Nano,True,True,5,Random,5%,90%,110%,0.6760252223763984
445,powder,YOLOv8 Nano,True,True,5,Random,5%,100%,90%,0.6265123454312449
446,powder,YOLOv8 Nano,True,True,5,Random,5%,100%,100%,0.6332707703703292
447,powder,YOLOv8 Nano,True,True,5,Random,5%,100%,110%,0.6484492237356724
448,powder,YOLOv8 Nano,True,True,5,Random,5%,110%,90%,0.612089507063163
449,powder,YOLOv8 Nano,True,True,5,Random,5%,110%,100%,0.5591936322978892
450,powder,YOLOv8 Nano,True,True,5,Random,5%,110%,110%,0.616743221629307
451,powder,YOLOv8 Nano,True,True,5,Random,10%,90%,90%,0.6659576159388753
452,powder,YOLOv8 Nano,True,True,5,Random,10%,90%,100%,0.657553801250456
453,powder,YOLOv8 Nano,True,True,5,Random,10%,90%,110%,0.654547056562603
454,powder,YOLOv8 Nano,True,True,5,Random,10%,100%,90%,0.634170358771931
455,powder,YOLOv8 Nano,True,True,5,Random,10%,100%,100%,0.653811930168227
456,powder,YOLOv8 Nano,True,True,5,Random,10%,100%,110%,0.6115694715152902
457,powder,YOLOv8 Nano,True,True,5,Random,10%,110%,90%,0.6164073146018604
458,powder,YOLOv8 Nano,True,True,5,Random,10%,110%,100%,0.601243131920753
459,powder,YOLOv8 Nano,True,True,5,Random,10%,110%,110%,0.6045092888274428
460,powder,YOLOv8 Nano,True,True,5,Random,15%,90%,90%,0.6589580228359125
461,powder,YOLOv8 Nano,True,True,5,Random,15%,90%,100%,0.6565320271585076
462,powder,YOLOv8 Nano,True,True,5,Random,15%,90%,110%,0.6617432332421948
463,powder,YOLOv8 Nano,True,True,5,Random,15%,100%,90%,0.6376413293337976
464,powder,YOLOv8 Nano,True,True,5,Random,15%,100%,100%,0.6331058337236087
465,powder,YOLOv8 Nano,True,True,5,Random,15%,100%,110%,0.6382189325308862
466,powder,YOLOv8 Nano,True,True,5,Random,15%,110%,90%,0.6035618478489351
467,powder,YOLOv8 Nano,True,True,5,Random,15%,110%,100%,0.6057650934031663
468,powder,YOLOv8 Nano,True,True,5,Random,15%,110%,110%,0.6090881236231279
469,powder,YOLOv8 Nano,True,True,5,Distance Max,0%,90%,90%,0.4820731401151268
470,powder,YOLOv8 Nano,True,True,5,Distance Max,0%,90%,100%,0.5034396050542691
471,powder,YOLOv8 Nano,True,True,5,Distance Max,0%,90%,110%,0.48259242734429353
472,powder,YOLOv8 Nano,True,True,5,Distance Max,0%,100%,90%,0.4532179576053295
473,powder,YOLOv8 Nano,True,True,5,Distance Max,0%,100%,100%,0.4405830088565475
474,powder,YOLOv8 Nano,True,True,5,Distance Max,0%,100%,110%,0.4402095447700444
475,powder,YOLOv8 Nano,True,True,5,Distance Max,0%,110%,90%,0.35401517936919874
476,powder,YOLOv8 Nano,True,True,5,Distance Max,0%,110%,100%,0.33139249584390323
477,powder,YOLOv8 Nano,True,True,5,Distance Max,0%,110%,110%,0.35223190979594
478,powder,YOLOv8 Nano,True,True,5,Distance Max,5%,90%,90%,0.5628113791277319
479,powder,YOLOv8 Nano,True,True,5,Distance Max,5%,90%,100%,0.561298333147527
480,powder,YOLOv8 Nano,True,True,5,Distance Max,5%,90%,110%,0.5605778938032111
481,powder,YOLOv8 Nano,True,True,5,Distance Max,5%,100%,90%,0.4952844473518179
482,powder,YOLOv8 Nano,True,True,5,Distance Max,5%,100%,100%,0.5076598245679902
483,powder,YOLOv8 Nano,True,True,5,Distance Max,5%,100%,110%,0.5118018485140686
484,powder,YOLOv8 Nano,True,True,5,Distance Max,5%,110%,90%,0.4718104901386312
485,powder,YOLOv8 Nano,True,True,5,Distance Max,5%,110%,100%,0.39617919615882935
486,powder,YOLOv8 Nano,True,True,5,Distance Max,5%,110%,110%,0.5121996611606258
487,powder,YOLOv8 Nano,True,True,5,Distance Max,10%,90%,90%,0.5850169208939648
488,powder,YOLOv8 Nano,True,True,5,Distance Max,10%,90%,100%,0.5841259309461893
489,powder,YOLOv8 Nano,True,True,5,Distance Max,10%,90%,110%,0.6015514025113494
490,powder,YOLOv8 Nano,True,True,5,Distance Max,10%,100%,90%,0.5582375222471845
491,powder,YOLOv8 Nano,True,True,5,Distance Max,10%,100%,100%,0.5472426451745593
492,powder,YOLOv8 Nano,True,True,5,Distance Max,10%,100%,110%,0.5482172936127848
493,powder,YOLOv8 Nano,True,True,5,Distance Max,10%,110%,90%,0.4820520247012387
494,powder,YOLOv8 Nano,True,True,5,Distance Max,10%,110%,100%,0.5143237273527773
495,powder,YOLOv8 Nano,True,True,5,Distance Max,10%,110%,110%,0.48338379876620496
496,powder,YOLOv8 Nano,True,True,5,Distance Max,15%,90%,90%,0.534134985553655
497,powder,YOLOv8 Nano,True,True,5,Distance Max,15%,90%,100%,0.5151025547750477
498,powder,YOLOv8 Nano,True,True,5,Distance Max,15%,90%,110%,0.5378133877610586
499,powder,YOLOv8 Nano,True,True,5,Distance Max,15%,100%,90%,0.5344964085293473
500,powder,YOLOv8 Nano,True,True,5,Distance Max,15%,100%,100%,0.5333445809461484
501,powder,YOLOv8 Nano,True,True,5,Distance Max,15%,100%,110%,0.5200328004964879
502,powder,YOLOv8 Nano,True,True,5,Distance Max,15%,110%,90%,0.5134738501877618
503,powder,YOLOv8 Nano,True,True,5,Distance Max,15%,110%,100%,0.44115311580560324
504,powder,YOLOv8 Nano,True,True,5,Distance Max,15%,110%,110%,0.47559355510678714
505,powder,YOLOv8 Nano,True,True,5,Voronoi,0%,90%,90%,0.6649272375811295
506,powder,YOLOv8 Nano,True,True,5,Voronoi,0%,90%,100%,0.6804679870304892
507,powder,YOLOv8 Nano,True,True,5,Voronoi,0%,90%,110%,0.6910480068890626
508,powder,YOLOv8 Nano,True,True,5,Voronoi,0%,100%,90%,0.6011109111730936
509,powder,YOLOv8 Nano,True,True,5,Voronoi,0%,100%,100%,0.611441585772457
510,powder,YOLOv8 Nano,True,True,5,Voronoi,0%,100%,110%,0.6748188973341732
511,powder,YOLOv8 Nano,True,True,5,Voronoi,0%,110%,90%,0.5624972473854222
512,powder,YOLOv8 Nano,True,True,5,Voronoi,0%,110%,100%,0.5906197470258902
513,powder,YOLOv8 Nano,True,True,5,Voronoi,0%,110%,110%,0.5799690135090632
514,powder,YOLOv8 Nano,True,True,5,Voronoi,5%,90%,90%,0.6150073261936043
515,powder,YOLOv8 Nano,True,True,5,Voronoi,5%,90%,100%,0.6736107938019227
516,powder,YOLOv8 Nano,True,True,5,Voronoi,5%,90%,110%,0.6371234638495542
517,powder,YOLOv8 Nano,True,True,5,Voronoi,5%,100%,90%,0.6197342991402294
518,powder,YOLOv8 Nano,True,True,5,Voronoi,5%,100%,100%,0.618087079608876
519,powder,YOLOv8 Nano,True,True,5,Voronoi,5%,100%,110%,0.6211879810101278
520,powder,YOLOv8 Nano,True,True,5,Voronoi,5%,110%,90%,0.6086799298469487
521,powder,YOLOv8 Nano,True,True,5,Voronoi,5%,110%,100%,0.6042927346815214
522,powder,YOLOv8 Nano,True,True,5,Voronoi,5%,110%,110%,0.6004222585087446
523,powder,YOLOv8 Nano,True,True,5,Voronoi,10%,90%,90%,0.6609338991228868
524,powder,YOLOv8 Nano,True,True,5,Voronoi,10%,90%,100%,0.6754059481063681
525,powder,YOLOv8 Nano,True,True,5,Voronoi,10%,90%,110%,0.6733053935463006
526,powder,YOLOv8 Nano,True,True,5,Voronoi,10%,100%,90%,0.6271241522478059
527,powder,YOLOv8 Nano,True,True,5,Voronoi,10%,100%,100%,0.6270453855165236
528,powder,YOLOv8 Nano,True,True,5,Voronoi,10%,100%,110%,0.6359066514910016
529,powder,YOLOv8 Nano,True,True,5,Voronoi,10%,110%,90%,0.6038546690563656
530,powder,YOLOv8 Nano,True,True,5,Voronoi,10%,110%,100%,0.576600220081044
531,powder,YOLOv8 Nano,True,True,5,Voronoi,10%,110%,110%,0.6195629465231942
532,powder,YOLOv8 Nano,True,True,5,Voronoi,15%,90%,90%,0.6569681458136731
533,powder,YOLOv8 Nano,True,True,5,Voronoi,15%,90%,100%,0.6580922124814168
534,powder,YOLOv8 Nano,True,True,5,Voronoi,15%,90%,110%,0.6676719404848384
535,powder,YOLOv8 Nano,True,True,5,Voronoi,15%,100%,90%,0.6222443722627401
536,powder,YOLOv8 Nano,True,True,5,Voronoi,15%,100%,100%,0.6367800540711125
537,powder,YOLOv8 Nano,True,True,5,Voronoi,15%,100%,110%,0.6312266126137578
538,powder,YOLOv8 Nano,True,True,5,Voronoi,15%,110%,90%,0.62185665066553
539,powder,YOLOv8 Nano,True,True,5,Voronoi,15%,110%,100%,0.6359731053902924
540,powder,YOLOv8 Nano,True,True,5,Voronoi,15%,110%,110%,0.6228623701344065
541,powder,YOLOv8 Nano,True,True,6,Random,0%,90%,90%,0.6337977946299016
542,powder,YOLOv8 Nano,True,True,6,Random,0%,90%,100%,0.6349584439311903
543,powder,YOLOv8 Nano,True,True,6,Random,0%,90%,110%,0.6512545309171345
544,powder,YOLOv8 Nano,True,True,6,Random,0%,100%,90%,0.623495184091535
545,powder,YOLOv8 Nano,True,True,6,Random,0%,100%,100%,0.5988536974360561
546,powder,YOLOv8 Nano,True,True,6,Random,0%,100%,110%,0.5883610188941875
547,powder,YOLOv8 Nano,True,True,6,Random,0%,110%,90%,0.5674142199416099
548,powder,YOLOv8 Nano,True,True,6,Random,0%,110%,100%,0.5661654687475933
549,powder,YOLOv8 Nano,True,True,6,Random,0%,110%,110%,0.5707698682836388
550,powder,YOLOv8 Nano,True,True,6,Random,5%,90%,90%,0.6580947643661951
551,powder,YOLOv8 Nano,True,True,6,Random,5%,90%,100%,0.6394855318217643
552,powder,YOLOv8 Nano,True,True,6,Random,5%,90%,110%,0.6382346410509642
553,powder,YOLOv8 Nano,True,True,6,Random,5%,100%,90%,0.622680869944034
554,powder,YOLOv8 Nano,True,True,6,Random,5%,100%,100%,0.6170947721895473
555,powder,YOLOv8 Nano,True,True,6,Random,5%,100%,110%,0.6186608494891992
556,powder,YOLOv8 Nano,True,True,6,Random,5%,110%,90%,0.5869545065226602
557,powder,YOLOv8 Nano,True,True,6,Random,5%,110%,100%,0.5866116589492208
558,powder,YOLOv8 Nano,True,True,6,Random,5%,110%,110%,0.5613019593235511
559,powder,YOLOv8 Nano,True,True,6,Random,10%,90%,90%,0.6562675524479631
560,powder,YOLOv8 Nano,True,True,6,Random,10%,90%,100%,0.624688488320585
561,powder,YOLOv8 Nano,True,True,6,Random,10%,90%,110%,0.6409054233237608
562,powder,YOLOv8 Nano,True,True,6,Random,10%,100%,90%,0.6147464035950536
563,powder,YOLOv8 Nano,True,True,6,Random,10%,100%,100%,0.6111842953867818
564,powder,YOLOv8 Nano,True,True,6,Random,10%,100%,110%,0.5728443511681679
565,powder,YOLOv8 Nano,True,True,6,Random,10%,110%,90%,0.581922065491215
566,powder,YOLOv8 Nano,True,True,6,Random,10%,110%,100%,0.5742038691221735
567,powder,YOLOv8 Nano,True,True,6,Random,10%,110%,110%,0.5798648120538772
568,powder,YOLOv8 Nano,True,True,6,Random,15%,90%,90%,0.6681841171999815
569,powder,YOLOv8 Nano,True,True,6,Random,15%,90%,100%,0.6244770742899592
570,powder,YOLOv8 Nano,True,True,6,Random,15%,90%,110%,0.6633308927592392
571,powder,YOLOv8 Nano,True,True,6,Random,15%,100%,90%,0.5634343093777224
572,powder,YOLOv8 Nano,True,True,6,Random,15%,100%,100%,0.6142688801879006
573,powder,YOLOv8 Nano,True,True,6,Random,15%,100%,110%,0.6098862555469099
574,powder,YOLOv8 Nano,True,True,6,Random,15%,110%,90%,0.5918068613833182
575,powder,YOLOv8 Nano,True,True,6,Random,15%,110%,100%,0.5890898262136692
576,powder,YOLOv8 Nano,True,True,6,Random,15%,110%,110%,0.6001370513611096
577,powder,YOLOv8 Nano,True,True,6,Distance Max,0%,90%,90%,0.4196752147267484
578,powder,YOLOv8 Nano,True,True,6,Distance Max,0%,90%,100%,0.4145492626690289
579,powder,YOLOv8 Nano,True,True,6,Distance Max,0%,90%,110%,0.42355685279730465
580,powder,YOLOv8 Nano,True,True,6,Distance Max,0%,100%,90%,0.378170866835965
581,powder,YOLOv8 Nano,True,True,6,Distance Max,0%,100%,100%,0.38392931980218536
582,powder,YOLOv8 Nano,True,True,6,Distance Max,0%,100%,110%,0.3650805688814262
583,powder,YOLOv8 Nano,True,True,6,Distance Max,0%,110%,90%,0.32680158633016215
584,powder,YOLOv8 Nano,True,True,6,Distance Max,0%,110%,100%,0.27861110463249356
585,powder,YOLOv8 Nano,True,True,6,Distance Max,0%,110%,110%,0.3412025625723899
586,powder,YOLOv8 Nano,True,True,6,Distance Max,5%,90%,90%,0.5266220686375122
587,powder,YOLOv8 Nano,True,True,6,Distance Max,5%,90%,100%,0.5247233550721832
588,powder,YOLOv8 Nano,True,True,6,Distance Max,5%,90%,110%,0.5291362838925195
589,powder,YOLOv8 Nano,True,True,6,Distance Max,5%,100%,90%,0.4556749206827596
590,powder,YOLOv8 Nano,True,True,6,Distance Max,5%,100%,100%,0.47583843714865187
591,powder,YOLOv8 Nano,True,True,6,Distance Max,5%,100%,110%,0.462487974532072
592,powder,YOLOv8 Nano,True,True,6,Distance Max,5%,110%,90%,0.42123943116600143
